name,Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-04-20 02:00:00,68128,4512,63511
Guangdong,Mainland China,2020-04-19 01:00:00,1580,8,1490
Henan,Mainland China,2020-04-14 01:00:00,1276,22,1254
Zhejiang,Mainland China,2020-04-17 03:00:00,1268,1,1246
Hunan,Mainland China,2020-04-02 02:00:00,1019,4,1014
Anhui,Mainland China,2020-04-09 02:00:00,991,6,984
Jiangxi,Mainland China,2020-04-10 02:00:00,937,1,936
Shandong,Mainland China,2020-04-17 01:00:00,787,7,761
Jiangsu,Mainland China,2020-04-17 02:00:00,653,0,643
Chongqing,Mainland China,2020-03-29 01:00:00,579,6,570
Sichuan,Mainland China,2020-04-18 02:00:00,561,3,553
Beijing,Mainland China,2020-04-17 03:00:00,593,8,509
Heilongjiang,Mainland China,2020-04-19 01:00:00,898,13,472
Shanghai,Mainland China,2020-04-19 02:00:00,635,7,516
Hebei,Mainland China,2020-04-17 02:00:00,328,6,316
Hong Kong,Hong Kong,2020-04-19 10:00:00,1025,4,602
Fujian,Mainland China,2020-04-18 01:00:00,355,1,336
Guangxi,Mainland China,2020-04-01 18:00:00,254,2,252
Shaanxi,Mainland China,2020-04-17 02:00:00,256,3,252
Yunnan,Mainland China,2020-04-17 00:00:00,184,2,177
Taiwan,Taiwan,2020-04-19 10:00:00,420,6,189
Hainan,Mainland China,2020-03-24 05:00:00,168,6,162
Guizhou,Mainland China,2020-04-19 01:00:00,147,2,145
Tianjin,Mainland China,2020-04-17 16:00:00,189,3,173
Gansu,Mainland China,2020-04-16 14:00:00,139,2,137
Shanxi,Mainland China,2020-04-17 00:00:00,197,0,135
Liaoning,Mainland China,2020-04-17 01:00:00,146,2,140
Jilin,Mainland China,2020-04-19 01:00:00,104,1,97
Xinjiang Uygur,Mainland China,2020-03-09 01:00:00,76,3,73
Nei Mongol,Mainland China,2020-04-17 03:00:00,193,1,103
Ningxia,Mainland China,2020-03-17 02:00:00,75,0,75
